ID,Data,Ora,Tipo,Causa,Meteo,Visibilita,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
063623596,2018-01-03,00:15,Tamponamento,,Sereno,Sufficiente,1,1,0,0
063623597,2018-01-02,17:45,Investimento di pedone,,Sereno,Insufficiente,0,2,0,0
063623605,2018-01-02,19:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Insufficiente,1,2,0,0
063623606,2018-01-02,23:20,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
063623612,2018-01-02,17:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063623616,2018-01-02,17:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
063623619,2018-01-02,21:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,1,0,0
063623624,2018-01-02,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
063623634,2018-01-02,13:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
063623635,2018-01-02,12:15,Tamponamento Multiplo,,Sereno,Buona,6,2,0,0
063623637,2018-01-02,16:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,6,0,0,0
063623638,2018-01-02,11:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
063623641,2018-01-02,09:10,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
063623643,2018-01-02,19:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
063623647,2018-01-02,17:45,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063623650,2018-01-02,22:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
063623654,2018-01-02,19:40,Investimento di pedone,,Sereno,Buona,1,0,1,0
063623656,2018-01-02,12:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
063623657,2018-01-03,00:15,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
063623670,2018-01-03,03:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
063623673,2018-01-03,00:10,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Sufficiente,1,1,0,0
063623678,2018-01-02,14:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063623683,2018-01-01,,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Sufficiente,1,0,0,0
063623688,2018-01-02,18:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
063623689,2018-01-02,16:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,1,0,0
063623695,2018-01-01,03:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,5,0,0,0
063623717,2018-01-03,07:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
063623755,2018-01-02,00:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063623763,2018-01-02,23:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
063623772,2018-01-01,04:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
063623783,2018-01-02,18:30,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
063623807,2018-01-01,03:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
063623811,2018-01-03,08:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063623820,2018-01-02,13:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
063623843,2018-01-03,02:00,Tamponamento,,Sereno,Buona,3,0,0,0
063623862,2018-01-02,20:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
063623877,2018-01-03,09:45,Veicolo in marcia contro veicolo in sosta,,,,1,0,0,0
063623908,2018-01-03,10:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
063623915,2018-01-02,11:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
063623928,2018-01-03,11:00,Investimento di pedone,,Nuvoloso,Buona,2,0,0,0
063623941,2018-01-02,12:30,Tamponamento,,Sereno,Buona,1,1,0,0
063623968,2018-01-03,11:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
063624381,2018-01-16,07:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
063624422,2018-01-02,10:00,Veicolo in marcia contro veicolo in sosta,,,,2,0,0,0
063624425,2018-01-03,14:30,Investimento di pedone,,Nuvoloso,Buona,2,1,0,0
063624439,2018-01-02,15:20,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
063624453,2018-01-03,14:05,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,3,0,0,0
063624465,2018-01-02,16:10,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
063624469,2018-01-02,17:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063624475,2018-01-02,23:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
063624513,2018-01-03,15:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
063624525,2018-01-03,17:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
063624543,2018-01-03,15:00,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,2,0,0,0
063624544,2018-01-03,14:20,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,0,3,0,0
063624554,2018-01-03,15:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
063624889,2018-01-03,11:45,Veicolo in marcia contro veicoli in arresto,,Nuvoloso,Buona,2,0,0,0
063624896,2018-01-03,17:55,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Insufficiente,2,0,0,0
063624897,2018-01-03,18:15,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
063624905,2018-01-03,11:15,Infortunio per caduta del veicolo,,Nuvoloso,Buona,0,1,0,0
063624907,2018-01-04,00:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063624908,2018-01-03,21:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
063624909,2018-01-03,18:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
063624911,2018-01-03,14:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
063624920,2018-01-03,18:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063624922,2018-01-03,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063624931,2018-01-03,15:00,Fuoriuscita dalla sede stradale,,Nuvoloso,Buona,1,0,0,0
063624934,2018-01-03,16:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
063624936,2018-01-03,14:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
063624937,2018-01-03,20:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063624938,2018-01-03,21:10,Tamponamento,,Sereno,Sufficiente,1,3,0,0
063624939,2018-01-03,22:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063624941,2018-01-03,18:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
063624945,2018-01-03,17:20,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
063624946,2018-01-03,12:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063624950,2018-01-03,18:10,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
063624951,2018-01-03,20:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063624956,2018-01-03,17:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
063624960,2018-01-03,17:50,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063624962,2018-01-03,15:25,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,3,0,0,0
063624963,2018-01-03,17:40,Scontro frontale/laterale SX fra veicoli in marcia,,Nebbia,Buona,3,0,0,0
063624968,2018-01-03,09:20,Tamponamento,,Sereno,Buona,1,1,0,0
063624969,2018-01-03,14:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,2,0,0
063624974,2018-01-03,20:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063624977,2018-01-03,14:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063624980,2018-01-03,15:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
063624987,2018-01-03,21:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063624988,2018-01-03,18:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,5,0,0,0
063624993,2018-01-03,16:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
063624997,2018-01-03,15:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
063625004,2018-01-04,05:00,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
063625018,2018-01-03,22:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063625022,2018-01-03,20:45,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
063625025,2018-01-03,06:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063625040,2018-01-03,19:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
063625052,2018-01-03,07:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063625072,2018-01-03,18:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
063625085,2018-01-04,00:24,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063625091,2018-01-03,20:20,Scontro frontale/laterale DX fra veicoli in marcia,,,,1,0,0,0
063625099,2018-01-03,16:40,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
063625103,2018-01-03,13:15,Investimento di pedone,,Nuvoloso,Buona,1,2,0,0
063625114,2018-01-03,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063625122,2018-01-03,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
063625127,2018-01-03,18:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
063625191,2018-01-03,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
063625202,2018-01-04,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,5,0,0,0
063625205,2018-01-04,01:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
063625234,2018-01-03,14:15,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,1,0,0,0
063625246,2018-01-03,17:00,Tamponamento,,Nuvoloso,Buona,4,1,0,0
063625285,2018-01-03,23:45,Tamponamento Multiplo,,Nuvoloso,Insufficiente,6,0,0,0
063625308,2018-01-04,07:55,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063625328,2018-01-04,09:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
063625466,2018-01-04,12:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063625478,2018-01-04,12:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063625515,2018-01-04,13:18,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
063625552,2018-01-04,11:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063625558,2018-01-04,14:30,Tamponamento Multiplo,,Nuvoloso,Buona,6,0,0,0
063625592,2018-01-04,10:45,Tamponamento,,Sereno,Buona,3,1,0,0
063625634,2018-01-03,19:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063625645,2018-01-04,13:55,Investimento di pedone,,Sereno,Buona,1,1,0,0
063625655,2018-01-04,01:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063625667,2018-01-04,01:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
063625775,2018-01-01,03:15,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,5,0,0,0
063625778,2018-01-04,15:15,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
063625799,2018-01-04,11:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
063625807,2018-01-04,07:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
063625821,2018-01-04,09:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063625822,2018-01-04,11:15,Tamponamento,,,,4,0,0,0
063625824,2018-01-04,09:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
063625830,2018-01-04,14:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063625835,2018-01-04,16:55,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
063625836,2018-01-04,10:30,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,1,1,0,0
063625842,2018-01-04,16:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063625845,2018-01-04,11:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
063625921,2018-01-04,15:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063626187,2018-01-04,13:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063626192,2018-01-04,10:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063626197,2018-01-04,12:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063626205,2018-01-04,22:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063626208,2018-01-05,04:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
063626214,2018-01-04,21:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,8,0,0,0
063626218,2018-01-04,17:50,Investimento di pedone,,Sereno,Buona,2,0,1,0
063626224,2018-01-04,14:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063626230,2018-01-04,11:30,Tamponamento,,Sereno,Buona,2,1,0,0
063626233,2018-01-02,18:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
063626234,2018-01-04,09:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
063626236,2018-01-04,09:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
063626239,2018-01-04,18:30,Investimento di pedone,,Sereno,Sufficiente,1,0,1,0
063626240,2018-01-04,15:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
063626245,2018-01-04,12:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063626250,2018-01-04,17:30,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
063626251,2018-01-04,20:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
063626256,2018-01-05,07:20,Tamponamento,,Sereno,Buona,2,0,0,0
063626257,2018-01-04,17:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
063626261,2018-01-05,05:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
063626267,2018-01-04,09:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
063626269,2018-01-04,18:00,Veicolo in marcia contro veicolo in sosta,,,,2,0,0,0
063626276,2018-01-04,20:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
063626277,2018-01-04,09:00,Scontro frontale/laterale DX fra veicoli in marcia,,,,2,0,0,0
063626283,2018-01-04,18:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
063626288,2018-01-04,16:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
063626301,2018-01-04,17:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
063626305,2018-01-04,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
