ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione
3803126,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente
3803138,Roma,VIA CASORIA,Asciutto,Asfaltata,Sufficiente
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803146,Roma,VIA CARLO CASINI,Bagnato (pioggia),Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803168,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803180,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803180,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803180,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803180,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3803200,Roma,VIA DI S. GREGORIO,Asciutto,Asfaltata,Ore Diurne
3803200,Roma,VIA DI S. GREGORIO,Asciutto,Asfaltata,Ore Diurne
3803200,Roma,VIA DI S. GREGORIO,Asciutto,Asfaltata,Ore Diurne
3803200,Roma,VIA DI S. GREGORIO,Asciutto,Asfaltata,Ore Diurne
3803208,Roma,VIA ACQUI,Asciutto,Asfaltata,Ore Diurne
3803208,Roma,VIA ACQUI,Asciutto,Asfaltata,Ore Diurne
3803210,Roma,CIRCONVALLAZIONE SALARIA,Asciutto,Asfaltata,Ore Diurne
3803221,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente
3803223,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803223,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803223,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803260,Roma,VIA GUSTAVO MODENA,Asciutto,In cubetti di porfido,Ore Diurne
3803260,Roma,VIA GUSTAVO MODENA,Asciutto,In cubetti di porfido,Ore Diurne
3803260,Roma,VIA GUSTAVO MODENA,Asciutto,In cubetti di porfido,Ore Diurne
3803260,Roma,VIA GUSTAVO MODENA,Asciutto,In cubetti di porfido,Ore Diurne
3803291,Roma,VIA DUILIO,Asciutto,Asfaltata,Ore Diurne
3803291,Roma,VIA DUILIO,Asciutto,Asfaltata,Ore Diurne
3803294,Roma,VIA DEI CICLAMINI,Asciutto,Asfaltata,Ore Diurne
3803305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3803305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3803305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3803308,Roma,VIA NOMENTANA,Asciutto,Asfaltata,Sufficiente
3803311,Roma,PIAZZA DELL'ARA COELI,Bagnato (pioggia),In cubetti di porfido,Ore Diurne
3803311,Roma,PIAZZA DELL'ARA COELI,Bagnato (pioggia),In cubetti di porfido,Ore Diurne
3803322,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803322,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803322,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803322,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne
3803325,Roma,VIA DEGLI ACERI,Asciutto,Asfaltata,Sufficiente
3803325,Roma,VIA DEGLI ACERI,Asciutto,Asfaltata,Sufficiente
3803325,Roma,VIA DEGLI ACERI,Asciutto,Asfaltata,Sufficiente
3803328,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3803328,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3803346,Roma,VIA BONAVENTURA CIAVAGLIA,Asciutto,Asfaltata,Ore Diurne
3803353,Roma,VIA DELL'AEROPORTO,Asciutto,Asfaltata,Ore Diurne
3803353,Roma,VIA DELL'AEROPORTO,Asciutto,Asfaltata,Ore Diurne
3803367,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3803367,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3803367,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3803402,Roma,PONTE CAVOUR,Asciutto,Acciotolata,Sufficiente
3803402,Roma,PONTE CAVOUR,Asciutto,Acciotolata,Sufficiente
3803404,Roma,VIA NAPOLEONE III,Asciutto,Asfaltata,Ore Diurne
3803404,Roma,VIA NAPOLEONE III,Asciutto,Asfaltata,Ore Diurne
3803404,Roma,VIA NAPOLEONE III,Asciutto,Asfaltata,Ore Diurne
3803440,Roma,VIA DEL MARE,Asciutto,Asfaltata,Sufficiente
3803440,Roma,VIA DEL MARE,Asciutto,Asfaltata,Sufficiente
3803440,Roma,VIA DEL MARE,Asciutto,Asfaltata,Sufficiente
3803465,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne
3803465,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne
3803465,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne
3803499,Roma,VIA MERULANA,Asciutto,Asfaltata,Ore Diurne
3803499,Roma,VIA MERULANA,Asciutto,Asfaltata,Ore Diurne
3803506,Roma,VIA DI PONTE GALERIA,Asciutto,Asfaltata,Ore Diurne
3803506,Roma,VIA DI PONTE GALERIA,Asciutto,Asfaltata,Ore Diurne
3803506,Roma,VIA DI PONTE GALERIA,Asciutto,Asfaltata,Ore Diurne
3803532,Roma,VIA NOLA,Asciutto,Asfaltata,Sufficiente
3803532,Roma,VIA NOLA,Asciutto,Asfaltata,Sufficiente
3803532,Roma,VIA NOLA,Asciutto,Asfaltata,Sufficiente
3803559,Roma,VIA ACHILLE VERTUNNI,Asciutto,Asfaltata,Ore Diurne
3803559,Roma,VIA ACHILLE VERTUNNI,Asciutto,Asfaltata,Ore Diurne
3803578,Roma,VIA DI S. MARIA AUSILIATRICE,Asciutto,Asfaltata,Ore Diurne
3803578,Roma,VIA DI S. MARIA AUSILIATRICE,Asciutto,Asfaltata,Ore Diurne
3803676,Roma,PIAZZA DEI DECEMVIRI,Asciutto,Asfaltata,Ore Diurne
3803676,Roma,PIAZZA DEI DECEMVIRI,Asciutto,Asfaltata,Ore Diurne
3803676,Roma,PIAZZA DEI DECEMVIRI,Asciutto,Asfaltata,Ore Diurne
3803866,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803866,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803876,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803876,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803876,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803876,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803876,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne
3803920,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3803920,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3803920,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3803920,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3803959,Roma,VIALE DELL'AERONAUTICA,Asciutto,Asfaltata,Ore Diurne
3803959,Roma,VIALE DELL'AERONAUTICA,Asciutto,Asfaltata,Ore Diurne
3804033,Roma,VIADOTTO ATTICO TABACCHI,Asciutto,Asfaltata,Ore Diurne
3804033,Roma,VIADOTTO ATTICO TABACCHI,Asciutto,Asfaltata,Ore Diurne
3804056,Roma,VIA DRUSO,Asciutto,Asfaltata,Ore Diurne
3804056,Roma,VIA DRUSO,Asciutto,Asfaltata,Ore Diurne
3804056,Roma,VIA DRUSO,Asciutto,Asfaltata,Ore Diurne
3804093,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3804093,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3804093,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3804098,Roma,VIA GUSTAVO MODENA,Asciutto,Acciotolata,Ore Diurne
3804098,Roma,VIA GUSTAVO MODENA,Asciutto,Acciotolata,Ore Diurne
3804131,Roma,VIA BERNARDINO ALIMENA,Asciutto,Asfaltata,Ore Diurne
3804131,Roma,VIA BERNARDINO ALIMENA,Asciutto,Asfaltata,Ore Diurne
3804181,Roma,VIA DEL TEMPIO,Asciutto,In cubetti di porfido,Ore Diurne
3804197,Roma,VIA GIUSEPPE DA GALLIATE,Asciutto,Asfaltata,Ore Diurne
3804197,Roma,VIA GIUSEPPE DA GALLIATE,Asciutto,Asfaltata,Ore Diurne
3804197,Roma,VIA GIUSEPPE DA GALLIATE,Asciutto,Asfaltata,Ore Diurne
3804197,Roma,VIA GIUSEPPE DA GALLIATE,Asciutto,Asfaltata,Ore Diurne
3804197,Roma,VIA GIUSEPPE DA GALLIATE,Asciutto,Asfaltata,Ore Diurne
3804243,Roma,VIALE DELLA GRANDE MURAGLIA,Asciutto,Asfaltata,Ore Diurne
3804295,Roma,VIA ROMANO GUERRA,Asciutto,Asfaltata,Ore Diurne
3804295,Roma,VIA ROMANO GUERRA,Asciutto,Asfaltata,Ore Diurne
3804295,Roma,VIA ROMANO GUERRA,Asciutto,Asfaltata,Ore Diurne
3804348,Roma,VIA ALESSANDRO CRIVELLI,Asciutto,Asfaltata,Ore Diurne
3804361,Roma,VIA ANTONIO PIGNATELLI,Asciutto,Asfaltata,Sufficiente
3804427,Roma,VIALE PARTENOPE,Asciutto,Asfaltata,Ore Diurne
3804743,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804748,Roma,VIA DEL MANDRIONE,,,
3804755,Roma,VIA ODERISI DA GUBBIO,Asciutto,Asfaltata,Sufficiente
3804761,Roma,VIA CESARE MACCARI,Asciutto,Asfaltata,Ore Diurne
3804761,Roma,VIA CESARE MACCARI,Asciutto,Asfaltata,Ore Diurne
3804762,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne
3804762,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne
3804762,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne
3804764,Roma,VIA DEL MARE,Asciutto,Asfaltata,Ore Diurne
3804764,Roma,VIA DEL MARE,Asciutto,Asfaltata,Ore Diurne
3804765,Roma,VIALE DELLA PINETA DI OSTIA,Asciutto,Asfaltata,Ore Diurne
3804765,Roma,VIALE DELLA PINETA DI OSTIA,Asciutto,Asfaltata,Ore Diurne
3804765,Roma,VIALE DELLA PINETA DI OSTIA,Asciutto,Asfaltata,Ore Diurne
3804765,Roma,VIALE DELLA PINETA DI OSTIA,Asciutto,Asfaltata,Ore Diurne
3804765,Roma,VIALE DELLA PINETA DI OSTIA,Asciutto,Asfaltata,Ore Diurne
3804766,Roma,VIA DELLE CANARIE,,,
3804766,Roma,VIA DELLE CANARIE,,,
3804773,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3804773,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3804792,Roma,NUOVA CIRCONVALLAZIONE INTERNA,Asciutto,Asfaltata,Sufficiente
3804792,Roma,NUOVA CIRCONVALLAZIONE INTERNA,Asciutto,Asfaltata,Sufficiente
3804792,Roma,NUOVA CIRCONVALLAZIONE INTERNA,Asciutto,Asfaltata,Sufficiente
3804793,Roma,VIA DEI FIORI,Asciutto,Asfaltata,Ore Diurne
3804796,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Sufficiente
3804796,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Sufficiente
3804812,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3804812,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Ore Diurne
3804815,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3804815,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne
3804821,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3804821,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3804821,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3804821,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne
3804825,Roma,VIA DI CASAL DEI PAZZI,Asciutto,Asfaltata,Ore Diurne
3804825,Roma,VIA DI CASAL DEI PAZZI,Asciutto,Asfaltata,Ore Diurne
3804834,Roma,VIA FLAMINIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804834,Roma,VIA FLAMINIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804834,Roma,VIA FLAMINIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804835,Roma,VIA OSTERIA DELLE CAPANNACCE,Asciutto,Asfaltata,Ore Diurne
3804835,Roma,VIA OSTERIA DELLE CAPANNACCE,Asciutto,Asfaltata,Ore Diurne
3804835,Roma,VIA OSTERIA DELLE CAPANNACCE,Asciutto,Asfaltata,Ore Diurne
3804843,Roma,VIALE GOFFREDO PARISE,Asciutto,Asfaltata,Ore Diurne
3804843,Roma,VIALE GOFFREDO PARISE,Asciutto,Asfaltata,Ore Diurne
3804843,Roma,VIALE GOFFREDO PARISE,Asciutto,Asfaltata,Ore Diurne
3804852,Roma,VIA LIDIA,Sdrucciolevole (fango),Asfaltata,Ore Diurne
3804852,Roma,VIA LIDIA,Sdrucciolevole (fango),Asfaltata,Ore Diurne
3804864,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Sufficiente
3804864,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Sufficiente
3804877,Roma,VIA DELLA PENNA,Asciutto,Asfaltata,Ore Diurne
3804877,Roma,VIA DELLA PENNA,Asciutto,Asfaltata,Ore Diurne
3804887,Roma,PIAZZA GIOVINE ITALIA,,,
3804887,Roma,PIAZZA GIOVINE ITALIA,,,
3804890,Roma,VIA SABOTINO,Asciutto,Asfaltata,Insufficiente
3804890,Roma,VIA SABOTINO,Asciutto,Asfaltata,Insufficiente
3804894,Roma,VIALE DEGLI AMMIRAGLI,Asciutto,Asfaltata,Ore Diurne
3804894,Roma,VIALE DEGLI AMMIRAGLI,Asciutto,Asfaltata,Ore Diurne
3804894,Roma,VIALE DEGLI AMMIRAGLI,Asciutto,Asfaltata,Ore Diurne
3804894,Roma,VIALE DEGLI AMMIRAGLI,Asciutto,Asfaltata,Ore Diurne
3804894,Roma,VIALE DEGLI AMMIRAGLI,Asciutto,Asfaltata,Ore Diurne
3804899,Roma,VIA VERGEMOLI,Asciutto,Asfaltata,Ore Diurne
3804899,Roma,VIA VERGEMOLI,Asciutto,Asfaltata,Ore Diurne
3804899,Roma,VIA VERGEMOLI,Asciutto,Asfaltata,Ore Diurne
3804908,Roma,LARGO GIOVANNI BATTISTA MARZI,Asciutto,Asfaltata,Ore Diurne
3804908,Roma,LARGO GIOVANNI BATTISTA MARZI,Asciutto,Asfaltata,Ore Diurne
3804911,Roma,CIRCONVALLAZIONE CLODIA,Asciutto,Asfaltata,Ore Diurne
3804925,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Sufficiente
3804925,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Sufficiente
3804929,Roma,VIA ACHILLE VERTUNNI,Asciutto,Asfaltata,Ore Diurne
3804929,Roma,VIA ACHILLE VERTUNNI,Asciutto,Asfaltata,Ore Diurne
3804929,Roma,VIA ACHILLE VERTUNNI,Asciutto,Asfaltata,Ore Diurne
3804935,Roma,PIAZZA DI S. CROCE IN GERUSALEMME,Asciutto,Asfaltata,Sufficiente
3804935,Roma,PIAZZA DI S. CROCE IN GERUSALEMME,Asciutto,Asfaltata,Sufficiente
3804982,Roma,VIA DI TOR BELLA MONACA,Asciutto,Asfaltata,Ore Diurne
3804985,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804985,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne
3804987,Roma,VIA DELLA BUFALOTTA,Asciutto,Asfaltata,Sufficiente
3804993,Roma,VIA DI TOR BELLA MONACA,,,
3804995,Roma,VIA DI TOR BELLA MONACA,,,
3805003,Roma,VIA DI TOR BELLA MONACA,Asciutto,Con buche,Ore Diurne
3805008,Roma,VIALE DEI CONSOLI,Asciutto,Asfaltata,Ore Diurne
3805010,Roma,VIA DI TOR BELLA MONACA,Asciutto,Con buche,Ore Diurne
3805013,Roma,VIALE GIUSEPPE MAZZINI,Asciutto,Asfaltata,Ore Diurne
3805013,Roma,VIALE GIUSEPPE MAZZINI,Asciutto,Asfaltata,Ore Diurne
3805014,Roma,VIA LAMARMORA,Asciutto,Asfaltata,Ore Diurne
3805014,Roma,VIA LAMARMORA,Asciutto,Asfaltata,Ore Diurne
3805015,Roma,VIA MISURINA,Asciutto,Asfaltata,Ore Diurne
3805015,Roma,VIA MISURINA,Asciutto,Asfaltata,Ore Diurne
3805018,Roma,VIA DI GROTTAROSSA,Asciutto,Asfaltata,Ore Diurne
3805018,Roma,VIA DI GROTTAROSSA,Asciutto,Asfaltata,Ore Diurne
3805025,Roma,VIA TUSCOLANA,Asciutto,Con buche,Ore Diurne
3805033,Roma,VIA DEI SETTE METRI,Asciutto,Asfaltata,Ore Diurne
3805033,Roma,VIA DEI SETTE METRI,Asciutto,Asfaltata,Ore Diurne
3805033,Roma,VIA DEI SETTE METRI,Asciutto,Asfaltata,Ore Diurne
3805033,Roma,VIA DEI SETTE METRI,Asciutto,Asfaltata,Ore Diurne
3805037,Roma,VIA CAMILLO IACOBINI,Asciutto,Asfaltata,Ore Diurne
3805037,Roma,VIA CAMILLO IACOBINI,Asciutto,Asfaltata,Ore Diurne
3805039,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente
3805039,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente
3805039,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente
3805039,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente
3805042,Roma,VIA OLLOLAI,Asciutto,Asfaltata,Ore Diurne
3805042,Roma,VIA OLLOLAI,Asciutto,Asfaltata,Ore Diurne
3805053,Roma,VIA DI VERMICINO,Asciutto,Asfaltata,Sufficiente
3805053,Roma,VIA DI VERMICINO,Asciutto,Asfaltata,Sufficiente
3805060,Roma,VIA DI LUNGHEZZINA,Asciutto,Asfaltata,Ore Diurne
3805060,Roma,VIA DI LUNGHEZZINA,Asciutto,Asfaltata,Ore Diurne
3805065,Roma,VIA AMICO ASPERTINI,Asciutto,Asfaltata,Ore Diurne
3805065,Roma,VIA AMICO ASPERTINI,Asciutto,Asfaltata,Ore Diurne
3805076,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Ore Diurne
3805076,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Ore Diurne
3805078,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Ore Diurne
3805078,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Ore Diurne
3805086,Roma,VIA ERCOLE MARELLI,Asciutto,Asfaltata,Ore Diurne
3805086,Roma,VIA ERCOLE MARELLI,Asciutto,Asfaltata,Ore Diurne
3805088,Roma,VIALE DEI ROMANISTI,Asciutto,Asfaltata,Ore Diurne
3805088,Roma,VIALE DEI ROMANISTI,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805095,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne
3805096,Roma,VIA DI VALLE MELAINA,Asciutto,Asfaltata,Ore Diurne
3805096,Roma,VIA DI VALLE MELAINA,Asciutto,Asfaltata,Ore Diurne
3805098,Roma,VIALE ERITREA,Asciutto,Asfaltata,Ore Diurne
3805098,Roma,VIALE ERITREA,Asciutto,Asfaltata,Ore Diurne
3805098,Roma,VIALE ERITREA,Asciutto,Asfaltata,Ore Diurne
3805102,Roma,VIALE PARIOLI,Asciutto,Asfaltata,Ore Diurne
3805104,Roma,VIA SALARIA,Asciutto,Asfaltata,Ore Diurne
3805104,Roma,VIA SALARIA,Asciutto,Asfaltata,Ore Diurne
3805104,Roma,VIA SALARIA,Asciutto,Asfaltata,Ore Diurne
3805106,Roma,VIA SOLFERINO,Asciutto,Asfaltata,Sufficiente
3805106,Roma,VIA SOLFERINO,Asciutto,Asfaltata,Sufficiente
3805109,Roma,VIA NOMENTANA,Asciutto,Con buche,Ore Diurne
3805109,Roma,VIA NOMENTANA,Asciutto,Con buche,Ore Diurne
3805118,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente
3805118,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente
3805118,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente
3805132,Roma,VIA ANAGNI,Asciutto,Asfaltata,Ore Diurne
3805132,Roma,VIA ANAGNI,Asciutto,Asfaltata,Ore Diurne
