ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
3852429,Roma,CIRCONVALLAZIONE NOMENTANA,Asciutto,Asfaltata,Ore Diurne,"(12,52539,41,92852)"
3852429,Roma,CIRCONVALLAZIONE NOMENTANA,Asciutto,Asfaltata,Ore Diurne,"(12,52539,41,92852)"
3852430,Roma,PIAZZA ADRIANA,Asciutto,Asfaltata,Insufficiente,"(12,46716,41,90491)"
3852440,Roma,VIA GUIDO CALZA,Asciutto,Asfaltata,Ore Diurne,"(12,46538,41,92782)"
3852440,Roma,VIA GUIDO CALZA,Asciutto,Asfaltata,Ore Diurne,"(12,46538,41,92782)"
3852447,Roma,VIA DELLA MAGLIANELLA,Asciutto,Asfaltata,Ore Diurne,"(12,37919,41,90172)"
3852469,Roma,VIA CAIO CANULEIO,Asciutto,Asfaltata,Ore Diurne,"(12,56394,41,85059)"
3852469,Roma,VIA CAIO CANULEIO,Asciutto,Asfaltata,Ore Diurne,"(12,56394,41,85059)"
3852474,Roma,VIA ALESSANDRO PIOLA CASELLI,Asciutto,Asfaltata,Ore Diurne,"(12,28776,41,73744)"
3852474,Roma,VIA ALESSANDRO PIOLA CASELLI,Asciutto,Asfaltata,Ore Diurne,"(12,28776,41,73744)"
3852483,Roma,VIA DEI DUE PONTI,Asciutto,Asfaltata,Ore Diurne,"(12,4519,41,96534)"
3852483,Roma,VIA DEI DUE PONTI,Asciutto,Asfaltata,Ore Diurne,"(12,4519,41,96534)"
3852609,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,56299,41,895)"
3852609,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,56299,41,895)"
3852609,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,56299,41,895)"
3852726,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,46929,41,83086)"
3852726,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,46929,41,83086)"
3852726,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,46929,41,83086)"
3852736,Roma,VIA GIORGIO SCALIA,Asciutto,Asfaltata,Ore Diurne,"(12,44583,41,90722)"
3852736,Roma,VIA GIORGIO SCALIA,Asciutto,Asfaltata,Ore Diurne,"(12,44583,41,90722)"
3852738,Roma,CIRCONVALLAZIONE TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,56702,41,85001)"
3852778,Roma,VIA DI CASALOTTI,Asciutto,Asfaltata,Ore Diurne,"(12,36849,41,91586)"
3852778,Roma,VIA DI CASALOTTI,Asciutto,Asfaltata,Ore Diurne,"(12,36849,41,91586)"
3852802,Roma,VIA DI S. GREGORIO,Asciutto,Asfaltata,Sufficiente,"(12,48964,41,88646)"
3852867,Roma,PIAZZA DI S. MARIA MAGGIORE,Asciutto,Asfaltata,Sufficiente,"(12,49876,41,89682)"
3852867,Roma,PIAZZA DI S. MARIA MAGGIORE,Asciutto,Asfaltata,Sufficiente,"(12,49876,41,89682)"
3852881,Roma,VIA CELIO VIBENNA,Asciutto,In cubetti di porfido,Ore Diurne,"(12,49186,41,88919)"
3852881,Roma,VIA CELIO VIBENNA,Asciutto,In cubetti di porfido,Ore Diurne,"(12,49186,41,88919)"
3852881,Roma,VIA CELIO VIBENNA,Asciutto,In cubetti di porfido,Ore Diurne,"(12,49186,41,88919)"
3852890,Roma,VIA TANARO,Asciutto,Asfaltata,Ore Diurne,"(12,50158,41,91815)"
3852890,Roma,VIA TANARO,Asciutto,Asfaltata,Ore Diurne,"(12,50158,41,91815)"
3852892,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12,45294,41,83881)"
3852900,Roma,PIAZZA EUCLIDE,Asciutto,Asfaltata,Ore Diurne,"(12,48027,41,92712)"
3852900,Roma,PIAZZA EUCLIDE,Asciutto,Asfaltata,Ore Diurne,"(12,48027,41,92712)"
3852925,Roma,VIA ETTORE FIERAMOSCA,Asciutto,Asfaltata,Ore Diurne,"(12,52806,41,89157)"
3852925,Roma,VIA ETTORE FIERAMOSCA,Asciutto,Asfaltata,Ore Diurne,"(12,52806,41,89157)"
3852939,Roma,VIA COLLATINA,Asciutto,Asfaltata,Ore Diurne,"(12,56297,41,8951)"
3852946,Roma,VIA ELENIANA,Asciutto,Asfaltata,Ore Diurne,"(12,51468,41,89035)"
3852946,Roma,VIA ELENIANA,Asciutto,Asfaltata,Ore Diurne,"(12,51468,41,89035)"
3852946,Roma,VIA ELENIANA,Asciutto,Asfaltata,Ore Diurne,"(12,51468,41,89035)"
3852978,Roma,VIA DI VILLA TROILI,Asciutto,Asfaltata,Sufficiente,"(12,40685,41,88174)"
3852997,Roma,LUNGOTEVERE AVENTINO,Asciutto,Asfaltata,Ore Diurne,"(12,47901,41,88554)"
3853017,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne,"(12,54134,41,77759)"
3853017,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne,"(12,54134,41,77759)"
3853017,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne,"(12,54134,41,77759)"
3853017,Roma,VIA ARDEATINA,Asciutto,Asfaltata,Ore Diurne,"(12,54134,41,77759)"
3853498,Roma,VIA DI PRATOLUNGO CASILINO,Asciutto,Asfaltata,Ore Diurne,"(12,66393,41,88715)"
3853498,Roma,VIA DI PRATOLUNGO CASILINO,Asciutto,Asfaltata,Ore Diurne,"(12,66393,41,88715)"
3853498,Roma,VIA DI PRATOLUNGO CASILINO,Asciutto,Asfaltata,Ore Diurne,"(12,66393,41,88715)"
3853501,Roma,VIA DELLA STAZIONE DI COLLE MATTIA,Asciutto,Asfaltata,Ore Diurne,"(12,7329,41,82925)"
3853501,Roma,VIA DELLA STAZIONE DI COLLE MATTIA,Asciutto,Asfaltata,Ore Diurne,"(12,7329,41,82925)"
3853501,Roma,VIA DELLA STAZIONE DI COLLE MATTIA,Asciutto,Asfaltata,Ore Diurne,"(12,7329,41,82925)"
3853501,Roma,VIA DELLA STAZIONE DI COLLE MATTIA,Asciutto,Asfaltata,Ore Diurne,"(12,7329,41,82925)"
3853509,Roma,VIA DI ROCCA CENCIA,Asciutto,Asfaltata,Ore Diurne,"(12,69223,41,87644)"
3853509,Roma,VIA DI ROCCA CENCIA,Asciutto,Asfaltata,Ore Diurne,"(12,69223,41,87644)"
3853517,Roma,VIA DI S. VITTORINO,Asciutto,Asfaltata,Ore Diurne,"(12,77746,41,92066)"
3853517,Roma,VIA DI S. VITTORINO,Asciutto,Asfaltata,Ore Diurne,"(12,77746,41,92066)"
3853523,Roma,VIA PRENESTINA,,,,"(12,61039,41,89349)"
3853523,Roma,VIA PRENESTINA,,,,"(12,61039,41,89349)"
3853541,Roma,PORTO DI RIPA GRANDE,Asciutto,Asfaltata,Ore Diurne,"(12,47648,41,88514)"
3853541,Roma,PORTO DI RIPA GRANDE,Asciutto,Asfaltata,Ore Diurne,"(12,47648,41,88514)"
3853544,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12,41402,41,84696)"
3853544,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12,41402,41,84696)"
3853551,Roma,VIA ALESSANDRO BRISSE,Asciutto,Asfaltata,Sufficiente,"(12,4555,41,86195)"
3853557,Roma,VIA SOANA,Asciutto,Asfaltata,Ore Diurne,"(12,5091,41,88089)"
3853557,Roma,VIA SOANA,Asciutto,Asfaltata,Ore Diurne,"(12,5091,41,88089)"
3853557,Roma,VIA SOANA,Asciutto,Asfaltata,Ore Diurne,"(12,5091,41,88089)"
3853561,Roma,VIA TOMMASO FORTIFIOCCA,Asciutto,Asfaltata,Ore Diurne,"(12,52252,41,87064)"
3853561,Roma,VIA TOMMASO FORTIFIOCCA,Asciutto,Asfaltata,Ore Diurne,"(12,52252,41,87064)"
3853622,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Sufficiente,"(12,55679,41,82951)"
3853622,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Sufficiente,"(12,55679,41,82951)"
3853622,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Sufficiente,"(12,55679,41,82951)"
3853622,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Sufficiente,"(12,55679,41,82951)"
3853660,Roma,LUNGOTEVERE DEI SANGALLO,Asciutto,Asfaltata,Sufficiente,"(12,4652,41,89803)"
3853660,Roma,LUNGOTEVERE DEI SANGALLO,Asciutto,Asfaltata,Sufficiente,"(12,4652,41,89803)"
3853660,Roma,LUNGOTEVERE DEI SANGALLO,Asciutto,Asfaltata,Sufficiente,"(12,4652,41,89803)"
3853675,Roma,VIA DELLE TERME DI TRAIANO,Asciutto,Asfaltata,Sufficiente,"(,)"
3853689,Roma,VIA GOITO,Asciutto,Asfaltata,Sufficiente,"(12,50049,41,90598)"
3853689,Roma,VIA GOITO,Asciutto,Asfaltata,Sufficiente,"(12,50049,41,90598)"
3853739,Roma,VIALE LIEGI,Asciutto,Asfaltata,Ore Diurne,"(12,49846,41,91954)"
3853739,Roma,VIALE LIEGI,Asciutto,Asfaltata,Ore Diurne,"(12,49846,41,91954)"
3853739,Roma,VIALE LIEGI,Asciutto,Asfaltata,Ore Diurne,"(12,49846,41,91954)"
3853761,Roma,LARGO CARLO GOLDONI,Asciutto,Asfaltata,Sufficiente,"(12,47895,41,90456)"
3853761,Roma,LARGO CARLO GOLDONI,Asciutto,Asfaltata,Sufficiente,"(12,47895,41,90456)"
3853790,Roma,LUNGOTEVERE IN AUGUSTA,Asciutto,Asfaltata,Ore Diurne,"(12,47477,41,9076)"
3853790,Roma,LUNGOTEVERE IN AUGUSTA,Asciutto,Asfaltata,Ore Diurne,"(12,47477,41,9076)"
3853790,Roma,LUNGOTEVERE IN AUGUSTA,Asciutto,Asfaltata,Ore Diurne,"(12,47477,41,9076)"
3853800,Roma,VIA DEL COLOSSEO,Asciutto,Acciotolata,Ore Diurne,"(,)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853872,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Insufficiente,"(12,45633,41,81562)"
3853881,Roma,VIALE DI TOR DI QUINTO,Asciutto,Asfaltata,Ore Diurne,"(12,47069,41,93719)"
3853906,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12,5229,41,88945)"
3853906,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12,5229,41,88945)"
3853906,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12,5229,41,88945)"
3853908,Roma,VIA DEI DUE PONTI,Asciutto,Asfaltata,Ore Diurne,"(12,4695,41,96587)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853915,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Sufficiente,"(12,39691,41,77553)"
3853918,Roma,VIA ANAGNINA,Asciutto,Asfaltata,Ore Diurne,"(12,59093,41,83695)"
3853918,Roma,VIA ANAGNINA,Asciutto,Asfaltata,Ore Diurne,"(12,59093,41,83695)"
3853918,Roma,VIA ANAGNINA,Asciutto,Asfaltata,Ore Diurne,"(12,59093,41,83695)"
3853932,Roma,PIAZZA DEL PIGNETO,Asciutto,Asfaltata,Ore Diurne,"(12,52291,41,88896)"
3853932,Roma,PIAZZA DEL PIGNETO,Asciutto,Asfaltata,Ore Diurne,"(12,52291,41,88896)"
3853938,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,45633,41,81562)"
3853938,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,45633,41,81562)"
3853938,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,45633,41,81562)"
3853938,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,45633,41,81562)"
3853938,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12,45633,41,81562)"
3853940,Roma,PIAZZALE DI PONTE MILVIO,Asciutto,Asfaltata,Ore Diurne,"(12,46663,41,93748)"
3853940,Roma,PIAZZALE DI PONTE MILVIO,Asciutto,Asfaltata,Ore Diurne,"(12,46663,41,93748)"
3853963,Roma,VIA SAMPIERO DI BASTELICA,Asciutto,Asfaltata,Ore Diurne,"(12,53766,41,8905)"
3853963,Roma,VIA SAMPIERO DI BASTELICA,Asciutto,Asfaltata,Ore Diurne,"(12,53766,41,8905)"
3853963,Roma,VIA SAMPIERO DI BASTELICA,Asciutto,Asfaltata,Ore Diurne,"(12,53766,41,8905)"
3853963,Roma,VIA SAMPIERO DI BASTELICA,Asciutto,Asfaltata,Ore Diurne,"(12,53766,41,8905)"
3854075,Roma,VIA CIPRO,Asciutto,Asfaltata,Ore Diurne,"(12,4449,41,90543)"
3854075,Roma,VIA CIPRO,Asciutto,Asfaltata,Ore Diurne,"(12,4449,41,90543)"
3854075,Roma,VIA CIPRO,Asciutto,Asfaltata,Ore Diurne,"(12,4449,41,90543)"
3854083,Roma,VIA ANDREA GIOVANNI MICHELETTI,Asciutto,Asfaltata,Ore Diurne,"(12,44637,41,79415)"
3854083,Roma,VIA ANDREA GIOVANNI MICHELETTI,Asciutto,Asfaltata,Ore Diurne,"(12,44637,41,79415)"
3854085,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12,48375,41,93991)"
3854085,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12,48375,41,93991)"
3854141,Roma,VIA FILIPPO CORRIDONI,Asciutto,Asfaltata,Sufficiente,"(12,46035,41,92099)"
3854141,Roma,VIA FILIPPO CORRIDONI,Asciutto,Asfaltata,Sufficiente,"(12,46035,41,92099)"
3854141,Roma,VIA FILIPPO CORRIDONI,Asciutto,Asfaltata,Sufficiente,"(12,46035,41,92099)"
3854484,Roma,CORSO DUCA DI GENOVA,Asciutto,Asfaltata,Ore Diurne,"(12,26672,41,73547)"
3854484,Roma,CORSO DUCA DI GENOVA,Asciutto,Asfaltata,Ore Diurne,"(12,26672,41,73547)"
3854484,Roma,CORSO DUCA DI GENOVA,Asciutto,Asfaltata,Ore Diurne,"(12,26672,41,73547)"
3854484,Roma,CORSO DUCA DI GENOVA,Asciutto,Asfaltata,Ore Diurne,"(12,26672,41,73547)"
3854489,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,59995,41,83712)"
3854489,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,59995,41,83712)"
3854489,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,59995,41,83712)"
3854496,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,57531,41,81263)"
3854496,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,57531,41,81263)"
3854496,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,57531,41,81263)"
3854496,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,57531,41,81263)"
3854496,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,57531,41,81263)"
3854505,Roma,VIA FRANCESCO CARACCIOLO,Asciutto,Asfaltata,Sufficiente,"(12,4513,41,90858)"
3854505,Roma,VIA FRANCESCO CARACCIOLO,Asciutto,Asfaltata,Sufficiente,"(12,4513,41,90858)"
3854505,Roma,VIA FRANCESCO CARACCIOLO,Asciutto,Asfaltata,Sufficiente,"(12,4513,41,90858)"
3854513,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12,48375,41,93991)"
3854553,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(,)"
3854553,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(,)"
3854553,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(,)"
3854606,Roma,VIA APPIA NUOVA,,,,"(,)"
3854606,Roma,VIA APPIA NUOVA,,,,"(,)"
3854655,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Ore Diurne,"(12,30737,41,76293)"
3854655,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Ore Diurne,"(12,30737,41,76293)"
3854664,Roma,VIA PO,Asciutto,Asfaltata,Ore Diurne,"(12,49556,41,91441)"
3854664,Roma,VIA PO,Asciutto,Asfaltata,Ore Diurne,"(12,49556,41,91441)"
3854690,Roma,VIALE DELLO SCALO S. LORENZO,,,,"(,)"
3854690,Roma,VIALE DELLO SCALO S. LORENZO,,,,"(,)"
3854695,Roma,VIALE DELLO SCALO S. LORENZO,Asciutto,Asfaltata,Ore Diurne,"(12,51594,41,89346)"
3854695,Roma,VIALE DELLO SCALO S. LORENZO,Asciutto,Asfaltata,Ore Diurne,"(12,51594,41,89346)"
3854707,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,60237,41,83585)"
3854707,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,60237,41,83585)"
3854725,Roma,VIA BRUNO MOLAJOLI,Asciutto,Asfaltata,Ore Diurne,"(,)"
3854725,Roma,VIA BRUNO MOLAJOLI,Asciutto,Asfaltata,Ore Diurne,"(,)"
3854757,Roma,VIA GREGORIO ALLEGRI,Asciutto,Asfaltata,Ore Diurne,"(12,4955,41,91469)"
3854757,Roma,VIA GREGORIO ALLEGRI,Asciutto,Asfaltata,Ore Diurne,"(12,4955,41,91469)"
3854757,Roma,VIA GREGORIO ALLEGRI,Asciutto,Asfaltata,Ore Diurne,"(12,4955,41,91469)"
3854778,Roma,VIA TRIPOLI,Asciutto,Asfaltata,Ore Diurne,"(12,52063,41,9281)"
3854778,Roma,VIA TRIPOLI,Asciutto,Asfaltata,Ore Diurne,"(12,52063,41,9281)"
3854778,Roma,VIA TRIPOLI,Asciutto,Asfaltata,Ore Diurne,"(12,52063,41,9281)"
3854778,Roma,VIA TRIPOLI,Asciutto,Asfaltata,Ore Diurne,"(12,52063,41,9281)"
3854806,Roma,VIA CASSIA,Asciutto,Asfaltata,Ore Diurne,"(12,40063,41,98844)"
3854806,Roma,VIA CASSIA,Asciutto,Asfaltata,Ore Diurne,"(12,40063,41,98844)"
3854806,Roma,VIA CASSIA,Asciutto,Asfaltata,Ore Diurne,"(12,40063,41,98844)"
3854810,Roma,VIA DEL MARE,Asciutto,Asfaltata,Ore Diurne,"(12,30104,41,75671)"
3854873,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,55493,41,86109)"
3854873,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12,55493,41,86109)"
3854876,Roma,PONTE GUGLIELMO MARCONI,,,,"(,)"
3854876,Roma,PONTE GUGLIELMO MARCONI,,,,"(,)"
3854876,Roma,PONTE GUGLIELMO MARCONI,,,,"(,)"
3854879,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,59231,41,89409)"
3854879,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,59231,41,89409)"
3854879,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12,59231,41,89409)"
3854982,Roma,VIALE S. GIOVANNI BOSCO,Asciutto,Asfaltata,Ore Diurne,"(12,56327,41,85985)"
3854982,Roma,VIALE S. GIOVANNI BOSCO,Asciutto,Asfaltata,Ore Diurne,"(12,56327,41,85985)"
3855479,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,51457,41,8813)"
3855479,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,51457,41,8813)"
3855479,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,51457,41,8813)"
3855479,Roma,VIA APPIA NUOVA,Asciutto,Asfaltata,Ore Diurne,"(12,51457,41,8813)"
3855480,Roma,VIA AOSTA,Asciutto,Asfaltata,Ore Diurne,"(12,5147,41,88421)"
3855480,Roma,VIA AOSTA,Asciutto,Asfaltata,Ore Diurne,"(12,5147,41,88421)"
3855480,Roma,VIA AOSTA,Asciutto,Asfaltata,Ore Diurne,"(12,5147,41,88421)"
3855490,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Ore Diurne,"(12,54406,41,91677)"
3855490,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Ore Diurne,"(12,54406,41,91677)"
3855490,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Ore Diurne,"(12,54406,41,91677)"
3855490,Roma,VIA DEI MONTI TIBURTINI,Asciutto,Asfaltata,Ore Diurne,"(12,54406,41,91677)"
3855491,Roma,VIA TUSCOLANA,,,,"(12,52232,41,87901)"
3855491,Roma,VIA TUSCOLANA,,,,"(12,52232,41,87901)"
3855491,Roma,VIA TUSCOLANA,,,,"(12,52232,41,87901)"
3855493,Roma,LARGO PANNONIA,Asciutto,Asfaltata,Sufficiente,"(12,50152,41,87985)"
3855493,Roma,LARGO PANNONIA,Asciutto,Asfaltata,Sufficiente,"(12,50152,41,87985)"
3855495,Roma,VIA VINCENZO GIUDICE,Asciutto,Asfaltata,Sufficiente,"(12,58834,41,84287)"
