ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
3665367,Roma,VIA DEL PLEBISCITO,Bagnato (pioggia),In cubetti di porfido,Ore Diurne,"(12.48144,41.89661)"
3665367,Roma,VIA DEL PLEBISCITO,Bagnato (pioggia),In cubetti di porfido,Ore Diurne,"(12.48144,41.89661)"
3665384,Roma,VIALE GUGLIELMO MARCONI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47151,41.85667)"
3665384,Roma,VIALE GUGLIELMO MARCONI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47151,41.85667)"
3665397,Roma,VIA TIBURTINA,Asciutto,Strada pavimentata dissestata,Ore Diurne,"(12.53823,41.90856)"
3665397,Roma,VIA TIBURTINA,Asciutto,Strada pavimentata dissestata,Ore Diurne,"(12.53823,41.90856)"
3665397,Roma,VIA TIBURTINA,Asciutto,Strada pavimentata dissestata,Ore Diurne,"(12.53823,41.90856)"
3665404,Roma,VIALE AVENTINO,Bagnato (pioggia),In cubetti di porfido,Ore Diurne,"(12.48681,41.88242)"
3665407,Roma,VIALE ALESSANDRINO,Asciutto,Asfaltata,Ore Diurne,"(12.5781,41.87837)"
3665407,Roma,VIALE ALESSANDRINO,Asciutto,Asfaltata,Ore Diurne,"(12.5781,41.87837)"
3665567,Roma,VIALE DELLA MARINA,Asciutto,Asfaltata,Ore Diurne,"(12.27739,41.73105)"
3665567,Roma,VIALE DELLA MARINA,Asciutto,Asfaltata,Ore Diurne,"(12.27739,41.73105)"
3665567,Roma,VIALE DELLA MARINA,Asciutto,Asfaltata,Ore Diurne,"(12.27739,41.73105)"
3665573,Roma,VIALE ANICIO GALLO,Asciutto,Asfaltata,Ore Diurne,"(12.56545,41.85172)"
3665573,Roma,VIALE ANICIO GALLO,Asciutto,Asfaltata,Ore Diurne,"(12.56545,41.85172)"
3665573,Roma,VIALE ANICIO GALLO,Asciutto,Asfaltata,Ore Diurne,"(12.56545,41.85172)"
3665599,Roma,VIA VARRONE,Asciutto,Asfaltata,Ore Diurne,"(12.46028,41.90664)"
3665599,Roma,VIA VARRONE,Asciutto,Asfaltata,Ore Diurne,"(12.46028,41.90664)"
3665628,Roma,VIA DI MEZZOCAMMINO,Asciutto,Con buche,Ore Diurne,"(12.43725,41.78959)"
3665628,Roma,VIA DI MEZZOCAMMINO,Asciutto,Con buche,Ore Diurne,"(12.43725,41.78959)"
3665666,Roma,VIA SILVESTRI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.42874,41.87708)"
3665666,Roma,VIA SILVESTRI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.42874,41.87708)"
3665672,Roma,VIA DEL CASALETTO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.43802,41.8666)"
3665672,Roma,VIA DEL CASALETTO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.43802,41.8666)"
3665681,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.3908,41.82279)"
3665681,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.3908,41.82279)"
3665750,Roma,VIALE PALMIRO TOGLIATTI,Asciutto,Asfaltata,Sufficiente,"(12.57468,41.89344)"
3665750,Roma,VIALE PALMIRO TOGLIATTI,Asciutto,Asfaltata,Sufficiente,"(12.57468,41.89344)"
3665756,Roma,VIALE DELLA SERENISSIMA,Asciutto,Asfaltata,Sufficiente,"(12.55847,41.89709)"
3665756,Roma,VIALE DELLA SERENISSIMA,Asciutto,Asfaltata,Sufficiente,"(12.55847,41.89709)"
3666057,Roma,VIA GIROLAMO BENZONI,Asciutto,Asfaltata,Ore Diurne,"(12.48443,41.86727)"
3666057,Roma,VIA GIROLAMO BENZONI,Asciutto,Asfaltata,Ore Diurne,"(12.48443,41.86727)"
3666057,Roma,VIA GIROLAMO BENZONI,Asciutto,Asfaltata,Ore Diurne,"(12.48443,41.86727)"
3666067,Roma,VIA FILIPPO FIORENTINI,Asciutto,Asfaltata,Ore Diurne,"(12.55676,41.90669)"
3666067,Roma,VIA FILIPPO FIORENTINI,Asciutto,Asfaltata,Ore Diurne,"(12.55676,41.90669)"
3666067,Roma,VIA FILIPPO FIORENTINI,Asciutto,Asfaltata,Ore Diurne,"(12.55676,41.90669)"
3666067,Roma,VIA FILIPPO FIORENTINI,Asciutto,Asfaltata,Ore Diurne,"(12.55676,41.90669)"
3666071,Roma,VIA BOLOGNETTA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.68291,41.86421)"
3666071,Roma,VIA BOLOGNETTA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.68291,41.86421)"
3666078,Roma,VIA DELLA ZAMPOGNA,Asciutto,Asfaltata,Ore Diurne,"(12.57101,41.90312)"
3666078,Roma,VIA DELLA ZAMPOGNA,Asciutto,Asfaltata,Ore Diurne,"(12.57101,41.90312)"
3666079,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44723,41.85705)"
3666079,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44723,41.85705)"
3666079,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44723,41.85705)"
3666079,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44723,41.85705)"
3666084,Roma,VIA DI TOR BELLA MONACA,Asciutto,Asfaltata,Sufficiente,"(12.62375,41.87848)"
3666084,Roma,VIA DI TOR BELLA MONACA,Asciutto,Asfaltata,Sufficiente,"(12.62375,41.87848)"
3666084,Roma,VIA DI TOR BELLA MONACA,Asciutto,Asfaltata,Sufficiente,"(12.62375,41.87848)"
3666084,Roma,VIA DI TOR BELLA MONACA,Asciutto,Asfaltata,Sufficiente,"(12.62375,41.87848)"
3666086,Roma,VIA PIERO CORTI,Asciutto,Asfaltata,Ore Diurne,"(12.67342,41.90293)"
3666087,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne,"(12.59251,41.9329)"
3666087,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Ore Diurne,"(12.59251,41.9329)"
3666088,Roma,CIRCONVALLAZIONE CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.527,41.88822)"
3666088,Roma,CIRCONVALLAZIONE CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.527,41.88822)"
3666090,Roma,VIA DEL FOSSO DI S. MAURA,Asciutto,Asfaltata,Ore Diurne,"(12.59469,41.85795)"
3666090,Roma,VIA DEL FOSSO DI S. MAURA,Asciutto,Asfaltata,Ore Diurne,"(12.59469,41.85795)"
3666097,Roma,VIA BERNARDO DA BIBBIENA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41103,41.91663)"
3666097,Roma,VIA BERNARDO DA BIBBIENA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41103,41.91663)"
3666097,Roma,VIA BERNARDO DA BIBBIENA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41103,41.91663)"
3666103,Roma,VIA MERULANA,Asciutto,Asfaltata,Ore Diurne,"(12.50442,41.88768)"
3666113,Roma,VIA LUIGI TORCHI,Asciutto,Asfaltata,Sufficiente,"(12.36668,41.73701)"
3666113,Roma,VIA LUIGI TORCHI,Asciutto,Asfaltata,Sufficiente,"(12.36668,41.73701)"
3666120,Roma,VIA MANFREDONIA,Bagnato (pioggia),Lastricata,Ore Diurne,"(12.5767,41.89222)"
3666120,Roma,VIA MANFREDONIA,Bagnato (pioggia),Lastricata,Ore Diurne,"(12.5767,41.89222)"
3666120,Roma,VIA MANFREDONIA,Bagnato (pioggia),Lastricata,Ore Diurne,"(12.5767,41.89222)"
3666120,Roma,VIA MANFREDONIA,Bagnato (pioggia),Lastricata,Ore Diurne,"(12.5767,41.89222)"
3666120,Roma,VIA MANFREDONIA,Bagnato (pioggia),Lastricata,Ore Diurne,"(12.5767,41.89222)"
3666134,Roma,VIA CASSIA,Asciutto,Asfaltata,Sufficiente,"(12.37951,42.00799)"
3666134,Roma,VIA CASSIA,Asciutto,Asfaltata,Sufficiente,"(12.37951,42.00799)"
3666134,Roma,VIA CASSIA,Asciutto,Asfaltata,Sufficiente,"(12.37951,42.00799)"
3666136,Roma,VIA VITTORIO RAGUSA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.60404,41.85034)"
3666145,Roma,VIA MARIO BROGLIO,Asciutto,Asfaltata,Sufficiente,"(12.58118,41.83365)"
3666145,Roma,VIA MARIO BROGLIO,Asciutto,Asfaltata,Sufficiente,"(12.58118,41.83365)"
3666145,Roma,VIA MARIO BROGLIO,Asciutto,Asfaltata,Sufficiente,"(12.58118,41.83365)"
3666150,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente,"(12.42471,41.92408)"
3666150,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente,"(12.42471,41.92408)"
3666151,Roma,VIA REZZATO,Asciutto,Asfaltata,Sufficiente,"(12.38185,41.95515)"
3666151,Roma,VIA REZZATO,Asciutto,Asfaltata,Sufficiente,"(12.38185,41.95515)"
3666152,Roma,VIA AURELIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.38873,41.88752)"
3666152,Roma,VIA AURELIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.38873,41.88752)"
3666152,Roma,VIA AURELIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.38873,41.88752)"
3666155,Roma,PIAZZA MONTE GRAPPA,Asciutto,Asfaltata,Insufficiente,"(12.46877,41.91866)"
3666155,Roma,PIAZZA MONTE GRAPPA,Asciutto,Asfaltata,Insufficiente,"(12.46877,41.91866)"
3666155,Roma,PIAZZA MONTE GRAPPA,Asciutto,Asfaltata,Insufficiente,"(12.46877,41.91866)"
3666162,Roma,VIALE VATICANO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.44884,41.90501)"
3666162,Roma,VIALE VATICANO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.44884,41.90501)"
3666162,Roma,VIALE VATICANO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.44884,41.90501)"
3666163,Roma,VIA ANGELO POLIZIANO,Bagnato (pioggia),Lastricata,Insufficiente,"(12.50075,41.89184)"
3666163,Roma,VIA ANGELO POLIZIANO,Bagnato (pioggia),Lastricata,Insufficiente,"(12.50075,41.89184)"
3666164,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente,"(12.42441,41.92313)"
3666164,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente,"(12.42441,41.92313)"
3666164,Roma,VIA DELLA PINETA SACCHETTI,Asciutto,Asfaltata,Sufficiente,"(12.42441,41.92313)"
3666188,Roma,PIAZZA DELLE CINQUE GIORNATE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.46993,41.91427)"
3666192,Roma,VIA DI TOR BOACCIANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28973,41.75134)"
3666192,Roma,VIA DI TOR BOACCIANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28973,41.75134)"
3666199,Roma,VIA DOMENICO TARDINI,Asciutto,Asfaltata,Sufficiente,"(12.42541,41.90422)"
3666199,Roma,VIA DOMENICO TARDINI,Asciutto,Asfaltata,Sufficiente,"(12.42541,41.90422)"
3666199,Roma,VIA DOMENICO TARDINI,Asciutto,Asfaltata,Sufficiente,"(12.42541,41.90422)"
3666202,Roma,VIA DEL CASALETTO DI GIANO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.37243,41.7941)"
3666202,Roma,VIA DEL CASALETTO DI GIANO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.37243,41.7941)"
3666244,Roma,VIALE LINA CAVALIERI,Asciutto,Asfaltata,Ore Diurne,"(12.51573,41.96487)"
3666244,Roma,VIALE LINA CAVALIERI,Asciutto,Asfaltata,Ore Diurne,"(12.51573,41.96487)"
3666258,Roma,VIA COSTANZO CASANA,Asciutto,Asfaltata,Sufficiente,"(12.26864,41.73867)"
3666258,Roma,VIA COSTANZO CASANA,Asciutto,Asfaltata,Sufficiente,"(12.26864,41.73867)"
3666258,Roma,VIA COSTANZO CASANA,Asciutto,Asfaltata,Sufficiente,"(12.26864,41.73867)"
3666258,Roma,VIA COSTANZO CASANA,Asciutto,Asfaltata,Sufficiente,"(12.26864,41.73867)"
3666260,Roma,VIA OTELLO STEFANINI,,,,"(12.58435,41.84385)"
3666300,Roma,VIA FLAMINIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47186,41.94248)"
3666300,Roma,VIA FLAMINIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47186,41.94248)"
3666301,Roma,VIA DI CASAL BOCCONE,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.56059,41.95254)"
3666301,Roma,VIA DI CASAL BOCCONE,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.56059,41.95254)"
3666328,Roma,VIALE BRUNO PELIZZI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.58341,41.85693)"
3666363,Roma,VIA PIETRO ROSA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28473,41.72991)"
3666363,Roma,VIA PIETRO ROSA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28473,41.72991)"
3666363,Roma,VIA PIETRO ROSA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28473,41.72991)"
3666372,Roma,PIAZZA CAPRI,Asciutto,Asfaltata,Insufficiente,"(12.52867,41.94364)"
3666372,Roma,PIAZZA CAPRI,Asciutto,Asfaltata,Insufficiente,"(12.52867,41.94364)"
3666396,Roma,VIALE BARTOLOMEO CAVACEPPI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.43127,41.7967)"
3666396,Roma,VIALE BARTOLOMEO CAVACEPPI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.43127,41.7967)"
3666396,Roma,VIALE BARTOLOMEO CAVACEPPI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.43127,41.7967)"
3666402,Roma,VIA NOMENTANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.54857,41.93946)"
3666402,Roma,VIA NOMENTANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.54857,41.93946)"
3666417,Roma,PIAZZA ALESSANDRIA,Asciutto,Asfaltata,Sufficiente,"(12.50199,41.91135)"
3666431,Roma,VIA SALARIA,Asciutto,Asfaltata,Sufficiente,"(12.50267,41.92329)"
3666452,Roma,VIA DELLE SIRENE,Asciutto,Asfaltata,Ore Diurne,"(12.27162,41.73423)"
3666452,Roma,VIA DELLE SIRENE,Asciutto,Asfaltata,Ore Diurne,"(12.27162,41.73423)"
3666470,Roma,VIA LAURENTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.48037,41.82175)"
3666470,Roma,VIA LAURENTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.48037,41.82175)"
3666476,Roma,PIAZZA GIUSEPPE MAZZINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46283,41.91609)"
3666476,Roma,PIAZZA GIUSEPPE MAZZINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46283,41.91609)"
3666579,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12.56986,41.85228)"
3666579,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12.56986,41.85228)"
3666579,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Ore Diurne,"(12.56986,41.85228)"
3666584,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12.48375,41.93991)"
3666584,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12.48375,41.93991)"
3666584,Roma,VIA DEL FORO ITALICO,Asciutto,Asfaltata,Ore Diurne,"(12.48375,41.93991)"
3666590,Roma,VIALE DELLA TECNICA,Asciutto,Asfaltata,Ore Diurne,"(12.45813,41.8255)"
3666631,Roma,VIA TOR DE' SCHIAVI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.56041,41.89177)"
3666631,Roma,VIA TOR DE' SCHIAVI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.56041,41.89177)"
3666734,Roma,VIA BEVAGNA,Asciutto,Asfaltata,Ore Diurne,"(12.47333,41.94379)"
3666764,Roma,LUNGOTEVERE RIPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47877,41.88777)"
3666764,Roma,LUNGOTEVERE RIPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47877,41.88777)"
3666764,Roma,LUNGOTEVERE RIPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47877,41.88777)"
3666764,Roma,LUNGOTEVERE RIPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47877,41.88777)"
3666793,Roma,VIA MERULANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50408,41.8892)"
3666830,Roma,VIA MERULANA,Asciutto,Asfaltata,Ore Diurne,"(12.50233,41.89123)"
3666855,Roma,VIALE GIULIO CESARE,Asciutto,Asfaltata,Ore Diurne,"(12.46536,41.91104)"
3666855,Roma,VIALE GIULIO CESARE,Asciutto,Asfaltata,Ore Diurne,"(12.46536,41.91104)"
3666867,Roma,VIA MACEDONIA,Asciutto,Asfaltata,Ore Diurne,"(12.51232,41.87298)"
3666867,Roma,VIA MACEDONIA,Asciutto,Asfaltata,Ore Diurne,"(12.51232,41.87298)"
3666867,Roma,VIA MACEDONIA,Asciutto,Asfaltata,Ore Diurne,"(12.51232,41.87298)"
3666869,Roma,VIA PORTUENSE,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.42154,41.84994)"
3666869,Roma,VIA PORTUENSE,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.42154,41.84994)"
3666873,Roma,VIA LATINA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.51296,41.87356)"
3666873,Roma,VIA LATINA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.51296,41.87356)"
3666875,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.52863,41.89132)"
3666875,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.52863,41.89132)"
3666882,Roma,VIA DELLA MARRANELLA,Asciutto,Asfaltata,Ore Diurne,"(12.54228,41.88545)"
3666882,Roma,VIA DELLA MARRANELLA,Asciutto,Asfaltata,Ore Diurne,"(12.54228,41.88545)"
3666896,Roma,VIA ROCCA DI PAPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.53412,41.86845)"
3666896,Roma,VIA ROCCA DI PAPA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.53412,41.86845)"
3666910,Roma,VIA DELLA CASETTA MATTEI,Asciutto,Asfaltata,Ore Diurne,"(12.41997,41.85691)"
3666910,Roma,VIA DELLA CASETTA MATTEI,Asciutto,Asfaltata,Ore Diurne,"(12.41997,41.85691)"
3666910,Roma,VIA DELLA CASETTA MATTEI,Asciutto,Asfaltata,Ore Diurne,"(12.41997,41.85691)"
3667059,Roma,VIA DEL SERAFICO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48097,41.82966)"
3667059,Roma,VIA DEL SERAFICO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48097,41.82966)"
3667059,Roma,VIA DEL SERAFICO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48097,41.82966)"
3667059,Roma,VIA DEL SERAFICO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48097,41.82966)"
3667079,Roma,VIA SABOTINO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.46085,41.91672)"
3667079,Roma,VIA SABOTINO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.46085,41.91672)"
3667089,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48047,41.83005)"
3667138,Roma,VIA DI ACQUA BULLICANTE,Asciutto,Asfaltata,Ore Diurne,"(12.54347,41.88561)"
3667138,Roma,VIA DI ACQUA BULLICANTE,Asciutto,Asfaltata,Ore Diurne,"(12.54347,41.88561)"
3667148,Roma,VIA S. SECONDA,Asciutto,Asfaltata,Sufficiente,"(12.3677,41.91748)"
3667148,Roma,VIA S. SECONDA,Asciutto,Asfaltata,Sufficiente,"(12.3677,41.91748)"
3667162,Roma,VIA MARTINO ROTA,,,,"(12.62747,41.87057)"
3667170,Roma,VIALE OXFORD,,,,"(12.62653,41.85666)"
3667172,Roma,VIA CISTERNINO,,,,"(12.61494,41.88303)"
3667176,Roma,VIA EMANUELE FILIBERTO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.50684,41.88976)"
3667176,Roma,VIA EMANUELE FILIBERTO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.50684,41.88976)"
3667177,Roma,VIA BORGHESIANA,Asciutto,Asfaltata,Ore Diurne,"(12.66828,41.88363)"
3667177,Roma,VIA BORGHESIANA,Asciutto,Asfaltata,Ore Diurne,"(12.66828,41.88363)"
3667177,Roma,VIA BORGHESIANA,Asciutto,Asfaltata,Ore Diurne,"(12.66828,41.88363)"
3667177,Roma,VIA BORGHESIANA,Asciutto,Asfaltata,Ore Diurne,"(12.66828,41.88363)"
3667181,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44658,41.85699)"
3667181,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.44658,41.85699)"
3667183,Roma,VIA DEL FOSSO DI S. MAURA,Asciutto,Asfaltata,Sufficiente,"(12.59146,41.85865)"
3667183,Roma,VIA DEL FOSSO DI S. MAURA,Asciutto,Asfaltata,Sufficiente,"(12.59146,41.85865)"
3667205,Roma,GALLERIA GIOVANNI XXIII,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.44128,41.94052)"
3667205,Roma,GALLERIA GIOVANNI XXIII,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.44128,41.94052)"
3667214,Roma,VIA DEL FORTE TRIONFALE,Asciutto,Asfaltata,Ore Diurne,"(12.4327,41.93837)"
3667214,Roma,VIA DEL FORTE TRIONFALE,Asciutto,Asfaltata,Ore Diurne,"(12.4327,41.93837)"
3667224,Roma,VIA LEONARDO GREPPI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.45882,41.86276)"
3667224,Roma,VIA LEONARDO GREPPI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.45882,41.86276)"
3667563,Roma,LUNGOTEVERE DI PIETRA PAPA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47431,41.86288)"
3667563,Roma,LUNGOTEVERE DI PIETRA PAPA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47431,41.86288)"
3667563,Roma,LUNGOTEVERE DI PIETRA PAPA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47431,41.86288)"
3667564,Roma,VIA MEROPE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.61793,41.87275)"
3667564,Roma,VIA MEROPE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.61793,41.87275)"
3667564,Roma,VIA MEROPE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.61793,41.87275)"
3667564,Roma,VIA MEROPE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.61793,41.87275)"
3667564,Roma,VIA MEROPE,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.61793,41.87275)"
